cycle,frontend_pc,imem_req_valid,imem_req_ready,imem_req_fire,request_addr,request_fetch_id,request_epoch,outstanding_valid,response_valid,response_ready,response_fire,response_match_id,response_match_epoch,response_match_addr,decode_hold_valid,decode_ready,decode_fire,rename_fire,dispatch_fire,rob_allocate,rob_count,rob_head,rob_tail,commit_valid,redirect_valid,flush_valid,stale_response,reason_no_request
77,65908,1,1,1,65908,77,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,12,13,1,0,0,1,none
78,65912,1,1,1,65912,78,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,13,14,1,0,0,1,none
79,65916,1,1,1,65916,79,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,14,15,1,0,0,1,none
80,65920,1,1,1,65920,80,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,15,16,1,0,0,1,none
81,65924,1,1,1,65924,81,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,16,17,1,0,0,1,none
82,65928,1,1,1,65928,82,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,17,18,1,0,0,1,none
83,65932,1,1,1,65932,83,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,18,19,1,0,0,1,none
84,65936,1,1,1,65936,84,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,19,20,1,0,0,1,none
85,65940,1,1,1,65940,85,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,20,21,1,0,0,1,none
86,65944,1,1,1,65944,86,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,21,22,1,0,0,1,none
87,65948,1,1,1,65948,87,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,22,23,1,0,0,1,none
88,65952,1,1,1,65952,88,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,23,24,1,0,0,1,none
89,65956,1,1,1,65956,89,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,24,25,1,0,0,1,none
90,65960,1,1,1,65960,90,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,25,26,1,0,0,1,none
91,65964,1,1,1,65964,91,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,26,27,1,0,0,1,none
92,65968,1,1,1,65968,92,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,27,28,1,0,0,1,none
93,65972,1,1,1,65972,93,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,28,29,1,0,0,1,none
94,65976,1,1,1,65976,94,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,29,30,1,0,0,1,none
95,65980,1,1,1,65980,95,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,30,31,1,0,0,1,none
96,65984,1,1,1,65984,96,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,31,0,1,0,0,1,none
97,65988,1,1,1,65988,97,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,none
98,65992,1,1,1,65992,98,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,2,1,0,0,1,none
99,65996,1,1,1,65996,99,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,2,3,1,0,0,1,none
100,66000,1,1,1,66000,100,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,3,4,1,0,0,1,none
101,66004,1,1,1,66004,101,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,4,5,1,0,0,1,none
102,66008,1,1,1,66008,102,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,5,6,1,0,0,1,none
103,66012,1,1,1,66012,103,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,6,7,1,0,0,1,none
104,66016,1,1,1,66016,104,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,7,8,1,0,0,1,none
105,66020,1,1,1,66020,105,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,8,9,1,0,0,1,none
106,66024,1,1,1,66024,106,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,9,10,1,0,0,1,none
107,66028,1,1,1,66028,107,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,10,11,1,0,0,1,none
108,66032,1,1,1,66032,108,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,11,12,1,0,0,1,none
109,66036,1,1,1,66036,109,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,12,13,1,0,0,1,none
110,66040,1,1,1,66040,110,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,13,14,1,0,0,1,none
111,66044,1,1,1,66044,111,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,14,15,1,0,0,1,none
112,66048,1,1,1,66048,112,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,15,16,1,0,0,1,none
113,66052,1,1,1,66052,113,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,16,17,1,0,0,1,none
114,66056,1,1,1,66056,114,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,17,18,1,0,0,1,none
115,66060,1,1,1,66060,115,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,18,19,1,0,0,1,none
116,66064,1,1,1,66064,116,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,19,20,1,0,0,1,none
117,66068,1,1,1,66068,117,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,20,21,1,0,0,1,none
118,66072,1,1,1,66072,118,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,21,22,1,0,0,1,none
119,66076,1,1,1,66076,119,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,22,23,1,0,0,1,none
120,66080,1,1,1,66080,120,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,23,24,1,0,0,1,none
121,66084,1,1,1,66084,121,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,24,25,1,0,0,1,none
122,66088,1,1,1,66088,122,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,25,26,1,0,0,1,none
123,66092,1,1,1,66092,123,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,26,27,1,0,0,1,none
124,66096,1,1,1,66096,124,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,27,28,1,0,0,1,none
125,66100,1,1,1,66100,125,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,28,29,1,0,0,1,none
126,66104,1,1,1,66104,126,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,29,30,1,0,0,1,none
127,66108,1,1,1,66108,127,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,30,31,1,0,0,1,none
