path,artifact_class,sha256,size_bytes
reports/gate5_4_product_integration/pf4/pf4_results.md,CURATED_EVIDENCE,99c33c559cf6148fb3fb4042b46f7a5ded428b780596b75c9fe7bb47930e72ce,1888
reports/gate5_4_product_integration/pf4/source_hashes_after.txt,CURATED_EVIDENCE,39ec21a9f3c08dd146c62259ba41750150a3dbc95814e4340f921e0a2c10df8f,282
reports/gate5_4_product_integration/pf4/source_hashes_before.txt,CURATED_EVIDENCE,14763f3b101e9a7b559ac1bcefdebd2ac539cfed85daf5e39ecffb5042802c8c,1296
reports/gate5_4_product_integration/pf4/full_core_rtl/full_core_rtl_matrix.csv,CURATED_EVIDENCE,f8c9eca3d47f81c83aff0ece4e43e814c26a96f2ecb7473c77be4fab0f93c301,850
reports/gate5_4_product_integration/pf4/full_core_rtl/generation_provenance.md,CURATED_EVIDENCE,05af4bf557a463a9e662eb3dfdca236eb1014a12d52c0bd6f77a261ff1407686,1561
reports/gate5_4_product_integration/pf4/full_core_rtl/source_freshness_manifest.csv,CURATED_EVIDENCE,7097404f59ffa68dafb0ac0d8b3e979254a216ed49d2fc312d63ee79faf75a7f,4008
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_exception_priority.jsonl,CURATED_EVIDENCE,20cc6146da448cc0d3002650c8fdd43a1c095649a32c55e91e78b75f5eeebadf,14242
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_fault_refetch.jsonl,CURATED_EVIDENCE,ce8c9bdad07cf24e92f2893056d6b67c5412c653ccbf301c4cc6562914fa6aab,14182
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_ftq_wrap_recovery.jsonl,CURATED_EVIDENCE,ff0003737ad13f0dda8225a3c19529259659e67b438c90b2dbb87e8e320d801b,110976
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_jal_preservation.jsonl,CURATED_EVIDENCE,4b5b2525fd57d448dd8374b24cfb6345ebce65c5f582ecaefe71a6a8f93025d1,13157
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_jalr_unpredicted.jsonl,CURATED_EVIDENCE,aa3dbeb65d27eb63aaefde644c2341870ed1f16b166399c637b0824b98de075a,16647
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_mixed_long_control.jsonl,CURATED_EVIDENCE,eb6f7bd2c3807b2da9c8c3c254804e429985e3bdeabbe19d1182f87cabe53c30,54117
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_pred_nt_actual_nt.jsonl,CURATED_EVIDENCE,3aee5a0a8662d9f59fa307f3e989c8682f89febedc095ba86ff16dc1c6ad5ed8,14384
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_pred_nt_actual_t.jsonl,CURATED_EVIDENCE,52f3e2093f9c1e09df3dce9a99034e07d28ddde78e786c90d30a1549b661d400,13687
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_pred_t_actual_nt.jsonl,CURATED_EVIDENCE,4e4288477194290c1b35a761962f9cd90ac98b906d9b78953edc70792b7d3235,14904
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_pred_t_actual_nt_fault.jsonl,CURATED_EVIDENCE,6bf9863f4da74d011a271215fcbcefe6d73a9f318c6b5a38ffca39843ddc7417,4972
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_pred_t_actual_t.jsonl,CURATED_EVIDENCE,8a3e2a2f5bfa4de507442a6cfa7c9379750eb48813b5e1eeb59a44dc18731f24,13142
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_rvc_mispredict.jsonl,CURATED_EVIDENCE,d0aa1334715c27c99bece237e2feacb6b040c9450e49d6452daba90f657512e5,14342
reports/gate5_4_product_integration/pf4/full_core_rtl/traces/pf4_same_packet_kill.jsonl,CURATED_EVIDENCE,7ec3ace69b258c2a64280320d88068fbf2f8a97f94cb6e8f120f94cc1fd93c41,15588
reports/gate5_4_pf4_canonical/module_csynth_summary.csv,CURATED_EVIDENCE,4a79a867e86bee0eb6b08434998415333181017b3159886445a314047b67c1ad,464
reports/gate5_4_pf4_canonical/module_csynth/boom_core_top.log,CURATED_EVIDENCE,8c19e00899736baf35b4bb39306ee848092c2dd6ec8c0c663ef5115ea8f71884,451117
reports/gate5_4_pf4_canonical/module_csynth/boom_core_top.time,CURATED_EVIDENCE,241b07cfdc3fdd63185358ccfad9f349591410cb2e0b167afd8cad7a7be659bd,46
reports/gate5_4_pf4_preservation_pf1/module_csynth_summary.csv,CURATED_EVIDENCE,6075e9a1c17e2b6273222548cac34f8da3ada0cea3b0f805957a35139ec94edf,496
reports/gate5_4_pf4_preservation_pf2/module_csynth_summary.csv,CURATED_EVIDENCE,df8bb40e94912bd84182240862b821fe319a1d5dda2eb5ceacb4f45a5e799528,518
reports/gate5_4_pf4_preservation_pf3/module_csynth_summary.csv,CURATED_EVIDENCE,6c137322dcfe12858f1fac4454a0364086fc776f05f7af7d89019f4ad4c18dcf,487
