gate,producer,test,program,outcome,comparison,path,sha256,bytes,records,commit
GATE4_0_W2,rtl_xsim,B3_TRACE_RANDOM_STALL,nested_branch,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/nested_branch_B3_TRACE_RANDOM_STALL.jsonl,5aa69a38f91eeeba0e3016e5aaa9392a821998c0a400c55de73c1f9da76c52bb,18645,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,B4_TRACE_STALL_AT_BRANCH_COMMIT,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_taken_B4_TRACE_STALL_AT_BRANCH_COMMIT.jsonl,6a967e0db128a008a10d1b9549bfcb0c406a8cacc33581b71e2ef33ee920688f,17576,32,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,B5_TRACE_STALL_AT_STORE_COMMIT,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_B5_TRACE_STALL_AT_STORE_COMMIT.jsonl,69c33d65b2838bcb144b6f92eba0c9b3154708a8a3ef41f4f14c0b606e1d2be9,16384,30,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,I0_IMEM_READY_ALWAYS,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_I0_IMEM_READY_ALWAYS.jsonl,c33b1f2a081020b04f8e5b7925c29b3af417f6153b9908d87eac63974cc1b932,16233,30,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,I1_IMEM_REQ_STALL,raw_chain,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/raw_chain_I1_IMEM_REQ_STALL.jsonl,f56b078b8239b5b83a17b86143d45e1bbc153bb047336ee361ccf94a5b59d3ad,15574,29,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,I2_IMEM_RESPONSE_DELAY_1,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_I2_IMEM_RESPONSE_DELAY_1.jsonl,ae125ac9b8bcce7654d14db13a48a8adb273d3d5f9628ed758e444e029661155,16293,30,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,I3_IMEM_RESPONSE_DELAY_4,branch_not_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_not_taken_I3_IMEM_RESPONSE_DELAY_4.jsonl,48b40baf61b5e595931a2050cfd31139d05d2fecd46dfed122acb99638348c9f,18748,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,I4_IMEM_RANDOM_DELAY,nested_branch,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/nested_branch_I4_IMEM_RANDOM_DELAY.jsonl,5df75d0a8b4ad7ba67b9382c1130e59dd85533247a67eeede5e1da87d18f36c0,18630,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,I5_IMEM_STALE_RESPONSE_AFTER_REDIRECT,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_taken_I5_IMEM_STALE_RESPONSE_AFTER_REDIRECT.jsonl,110a33885abf32a3b99fbd815ec518bb9ee83147f96f87b11d44eabd7177a08a,17672,32,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,I6_IMEM_RESPONSE_DURING_RESET,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_I6_IMEM_RESPONSE_DURING_RESET.jsonl,0cef49f53446046a3476dfdc2f563f2c69cafcffd75d7cbe7c022681c6ce3136,17078,33,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D0_DMEM_READY_ALWAYS,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_D0_DMEM_READY_ALWAYS.jsonl,7d5b4f8fa76aa0357b77a2a723935ac2fa4e7b5a9b9ac4c44d58ea8b7036a12f,18531,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D1_STORE_REQ_STALL,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_D1_STORE_REQ_STALL.jsonl,f8170f4ec1faf83294bdee75a6e6adcdf48dc4ff700a3b6b231101ff84c4d2be,16222,30,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D2_LOAD_REQ_STALL,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_D2_LOAD_REQ_STALL.jsonl,e3486ef38ac8c2ac71398cc1fd6691319f5dadeee302f08e1fe0239876970069,18505,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D3_LOAD_RESPONSE_DELAY,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_D3_LOAD_RESPONSE_DELAY.jsonl,64369f6cbcf0d3ffc397d529d33d3950bc395e0f18f1bfdb5dcfac5fbaa9f911,18565,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D4_LOAD_RANDOM_DELAY,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_D4_LOAD_RANDOM_DELAY.jsonl,a641f85425c7f26e6258912e9497081f8bc5cf49715fb46aae5d17f60fe875da,18533,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D5_STALE_LOAD_RESPONSE_AFTER_FLUSH,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_D5_STALE_LOAD_RESPONSE_AFTER_FLUSH.jsonl,611b7ad5a105a033f147f013f60df3885143676d2a2a88c65a2eda7d64657798,18757,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D6_STORE_DURING_BRANCH_FLUSH,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_taken_D6_STORE_DURING_BRANCH_FLUSH.jsonl,fc86a8f9aed0772685965bc2e52c20cd922c3c8a9bc964781901a71861c17f3f,17528,32,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D7_DMEM_RESPONSE_DURING_RESET,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_D7_DMEM_RESPONSE_DURING_RESET.jsonl,bccfb4d4249d3502a43fcb420f80ee8c9e798378d07e0fdf685a6c4ca778b77a,29586,54,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,D8_TOHOST_STORE_BACKPRESSURE,tohost,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/tohost_D8_TOHOST_STORE_BACKPRESSURE.jsonl,e586e96e7fa5ffa3768eb39ff1cbc1fc58b068ff8515cdcb1becfd2d9f7ed46c,10171,20,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,P0_RESET_AND_BRANCH_MISPREDICT,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_taken_P0_RESET_AND_BRANCH_MISPREDICT.jsonl,bedb74e3d0977b366f04ef76994ac3c5cbd09e96be81bbf827d921fef3b0ad47,21391,40,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,P1_RESET_AND_LOAD_RESPONSE,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_P1_RESET_AND_LOAD_RESPONSE.jsonl,b73eeade8a2fad5e06a6e522793c6024020b8adb7c5037c82e21ee74cd9157e5,29511,54,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,P2_RESET_AND_STORE_ACCEPT,tohost,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/tohost_P2_RESET_AND_STORE_ACCEPT.jsonl,0cf538ba747f70394e8b1ab4868375691bcc5f218f81ef2cace6970462cbcb8b,18627,36,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,P3_EXCEPTION_AND_BRANCH_MISPREDICT,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_taken_P3_EXCEPTION_AND_BRANCH_MISPREDICT.jsonl,c1216271428abfa9a3be2cf41949b6265238d8f7ede57607dac4bb150d54dd46,17624,32,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,P4_BRANCH_MISPREDICT_AND_LOAD_RESPONSE,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_P4_BRANCH_MISPREDICT_AND_LOAD_RESPONSE.jsonl,958d2339d19c80aa98602690252b46056686497771466c6af11b74a572e475d3,18819,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,P5_COMMIT_AND_TRACE_BACKPRESSURE,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_P5_COMMIT_AND_TRACE_BACKPRESSURE.jsonl,b07d6765f6becfb5834f413467c3dc976a49d1bc09bff3cb74aaaaa493e422fe,16413,30,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,P6_COMMIT_AND_STORE_BACKPRESSURE,tohost,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/tohost_P6_COMMIT_AND_STORE_BACKPRESSURE.jsonl,c94a9508d854d59a9532a018512ac5f22b185e5add88126f057f9b6af334cc0a,10211,20,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,P7_REDIRECT_AND_IMEM_RESPONSE,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_taken_P7_REDIRECT_AND_IMEM_RESPONSE.jsonl,f600141a7b48ee117f2628bb13b7a7af6400d93dd6f62de69c7f431620601b34,17544,32,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,N0_NORMAL_INDEPENDENT_ALU,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_N0_NORMAL_INDEPENDENT_ALU.jsonl,61f2205e848ddbda4f2e6f9542b6b65ac5a0379f1a7f33cadfd7a3b06b27409f,16308,30,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,N1_NORMAL_RAW_CHAIN,raw_chain,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/raw_chain_N1_NORMAL_RAW_CHAIN.jsonl,99a9d19ed077fa93c7007a472db3f12e5282266300449b38a06e7f1927165b38,16128,30,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,N2_NORMAL_BRANCH_TAKEN,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_taken_N2_NORMAL_BRANCH_TAKEN.jsonl,879b1eb84505f2b26616ef72a82b9fabb699c9125bb36e34a6b6b0fcf818d3d4,17432,32,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,N3_NORMAL_BRANCH_NOT_TAKEN,branch_not_taken,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/branch_not_taken_N3_NORMAL_BRANCH_NOT_TAKEN.jsonl,b68149c895ccc572b9ff7381e009d1bb25380b91a3ac064ee47195b360ef9d71,18777,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,N4_NORMAL_NESTED_BRANCH,nested_branch,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/nested_branch_N4_NORMAL_NESTED_BRANCH.jsonl,2d22562a14096233e2f42ca945ca9e0cf7c5eec30d8d9bf8b6d60eb2ef4e2bc9,18679,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,N5_NORMAL_LOAD_STORE,load_store,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/load_store_N5_NORMAL_LOAD_STORE.jsonl,77e0531fa76abd42d8e475753994db7743cf6836a6178c93edbe9e290fe147d8,18531,34,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,N6_NORMAL_TOHOST,tohost,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/tohost_N6_NORMAL_TOHOST.jsonl,16253b3313da550a96c4c1ed6868dac2b891baf706987fa26b47583a30aa178a,10040,20,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,R8_DOUBLE_RUNTIME_RESET,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_R8_DOUBLE_RUNTIME_RESET.jsonl,9986e0208d5b4e436b728801c2de8d662985123c987acb214b74839957ab2419,20248,40,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,R9_RESET_DURING_RESET_INITIALIZATION,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_R9_RESET_DURING_RESET_INITIALIZATION.jsonl,2034f69cdfd14d7899dc408c84af4199d38480b6261ac9a6de5ebc07242f50bc,16658,32,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,R10_RESET_IMMEDIATELY_AFTER_RELEASE,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/independent_alu_R10_RESET_IMMEDIATELY_AFTER_RELEASE.jsonl,cbb540b841b8c94b993428a224c2d9519b3ce6f2f3279ff4b8bf1d392cc27501,16640,32,210ad1900457b073806a54617d313a2c61a14e21
GATE4_0_W2,rtl_xsim,R11_RESET_AFTER_TOHOST_CLEAR_AND_RESTART,tohost,PASS,ARCHITECTURAL_PASS,reports/gate4_0/w2/rtl_traces/tohost_R11_RESET_AFTER_TOHOST_CLEAR_AND_RESTART.jsonl,8f4ee22e62ecbfbd4129e9c14c7cbdb630ad1ee99c2b50410e938006c309bd9b,20327,39,210ad1900457b073806a54617d313a2c61a14e21
