path,file_type,whitespace_error_count,crlf_present,trailing_space_present,tracked_or_untracked,artifact_role,durability,repair_class,action
scripts/gate5_4/pf5_product_csim.tcl,tcl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
scripts/gate5_4/run_pf4_full_core_rtl.sh,sh,0,false,false,TRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
scripts/gate5_4/run_pf5_commit_bim_training_native.sh,sh,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
scripts/gate5_4/run_pf5_commit_bim_training_random.sh,sh,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
scripts/gate5_4/run_pf5_commit_bim_training_rtl.sh,sh,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
scripts/gate5_4/run_pf5_full_core_rtl.sh,sh,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
scripts/gate5_4/run_pf5_product_csim.sh,sh,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
scripts/gate5_4/run_pf5_product_native.sh,sh,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_exception_no_training.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_fault_no_training.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_ftq_wrap_training.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_jal_no_training.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_jalr_no_training.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_mixed_long_training.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_pred_nt_actual_nt.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_pred_nt_actual_t.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_pred_t_actual_nt.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_pred_t_actual_t.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_rvc_commit.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
tb/programs/pf5_product/pf5_same_packet_kill.S,S,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,CANONICAL_SOURCE,KEEP
reports/gate5_4_pf5_canonical_final/module_csynth_summary.csv,csv,1,true,false,UNTRACKED,CANONICAL_SYNTHESIS_EVIDENCE,DURABLE_ACCEPTED_EVIDENCE,RAW_IMMUTABLE_EVIDENCE,KEEP_RAW_BYTE_EXACT
reports/gate5_4_product_integration/pf5/artifact_hashes.txt,txt,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/artifact_manifest.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/baseline_manifest.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/critical_path_analysis.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/directed_test_matrix.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/directive_audit.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/durable_artifact_hashes.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/ephemeral_build_provenance.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl_matrix.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/hygiene_report.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/long_run_summary.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_bim_transition_truth_table.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_commit_ftq_training_order.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_critical_path_analysis.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_predict_request_update_conflict.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_product_coverage.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_product_csim.log,log,8,false,true,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,EXCLUDE_RAW_PRESERVE_BYTES
reports/gate5_4_product_integration/pf5/pf5_product_native.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/pf5_product_program_matrix.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_results.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_stale_training_policy.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_training_architecture.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5_training_eligibility.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5cr_evidence_consistency_repair.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/pf5p_preservation_provenance.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation_artifact_hashes.txt,txt,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation_matrix.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation_summary.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/program_matrix.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/random_test_summary.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/resource_delta.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/resource_summary.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/rtl_test_matrix.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/small_state_exhaustive.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/source_hashes_after.txt,txt,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/source_hashes_before.txt,txt,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/stage_delta_attribution.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/stage_resource_delta.csv,csv,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/workspace_hygiene_check.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/full_core_rtl_matrix.csv,csv,13,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/full_core_rtl/generation_provenance.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/source_freshness_manifest.csv,csv,45,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_exception_no_training.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_fault_no_training.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_ftq_wrap_training.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_jal_no_training.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_jalr_no_training.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_mixed_long_training.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_pred_nt_actual_nt.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_pred_nt_actual_t.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_pred_t_actual_nt_fault.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_pred_t_actual_nt.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_pred_t_actual_t.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_rvc_commit.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/full_core_rtl/traces/pf5_same_packet_kill.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_full_core_rtl_matrix.csv,csv,12,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_addi.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_branch.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_cross_boundary.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_decode_gaps.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_jump.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_load_store.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_mixed_16_32.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_redirect_halfword.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_rv64m_mix.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_tohost.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/pf2_full_core/r2_rtl_traces/rvc_word_ops.jsonl,jsonl,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/artifact_hashes.csv,csv,76,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/w3/software/full_program_architectural_diff.csv,csv,11,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/w3/software/full_program_architectural_diff.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/normalized_trace_diff.csv,csv,22,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/w3/software/random_metrics.csv,csv,76,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/w3/software/regression_after.md,md,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/source_hashes_after.txt,txt,0,false,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/suite_results.csv,csv,16,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/w3/software/trace_comparison.csv,csv,8,true,false,UNTRACKED,PF5_COMMIT_ARTIFACT,COMMIT_SCOPE,NORMALIZABLE_DERIVED_TEXT,NORMALIZE_TEXT
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/branch_snapshot_random_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/branch_snapshot_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/directed_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/dispatch_retry_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/gate1_regression_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/gate4_w1_lane_interface_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/iq_compaction_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/lsu_minimal_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/reset_architecture_pipelined_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/reset_architecture_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/w2_dual_grant_random_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
reports/gate5_4_product_integration/pf5/preservation/w3/software/logs/w2_dual_grant_tests.log,log,0,false,false,UNTRACKED,RAW_EVIDENCE,COMMIT_SCOPE,RAW_IMMUTABLE_EVIDENCE,KEEP
