gate,producer,test,program,outcome,comparison,path,sha256,bytes,records,commit
GATE4_0_W1,hls_cpp,,raw_chain,PASS,PASS_BYTE_IDENTICAL,reports/gate4_0/w1/regression/hls_traces/raw_chain_hls_cpp_full.jsonl,ee0f1ddf131cd77f0267fb110f5f29eba8c5fe5c8cf976c7de26cf74efd98614,5412,13,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE4_0_W1,hls_csim,,raw_chain,PASS,PASS_BYTE_IDENTICAL,reports/gate4_0/w1/regression/hls_traces/raw_chain_hls_csim_full.jsonl,07b591e471096758cde82ad01499ce089499514021fc18a8ad40746ce5825910,5425,13,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE4_0_W1,hls_cpp,,tohost,PASS,NOT_IN_FROZEN_10_TRACE_SET,reports/gate4_0/w1/regression/hls_traces/tohost_hls_cpp_full.jsonl,2ae3237f913e1face3e1ff654da895e8e545dd5d90868deedb9f875d53608950,2817,7,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE4_0_W1,hls_csim,,tohost,PASS,NOT_IN_FROZEN_10_TRACE_SET,reports/gate4_0/w1/regression/hls_traces/tohost_hls_csim_full.jsonl,03670ace87ce23485f160c050ee60a47116de05c80efc9eeb4715f213f160d53,2824,7,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R0_POWER_ON_RESET,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_R0_POWER_ON_RESET.jsonl,f600d805e7220e3ecfcda2ad6116284651d8413844c9d82c0649efba13bf89a8,16185,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R1_RESET_FRONTEND_OUTSTANDING,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_R1_RESET_FRONTEND_OUTSTANDING.jsonl,04fa48f3f03159432ba5f5899ab398982e08e3d1774f73e36089028c26e52116,17074,33,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R2_RESET_ROB_NONEMPTY,raw_chain,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/raw_chain_R2_RESET_ROB_NONEMPTY.jsonl,29c49963980eb28c05a429754bc6837c723ebaf74fef59ce732f4158dac35e32,16843,33,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R3_RESET_IQ_NONEMPTY,raw_chain,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/raw_chain_R3_RESET_IQ_NONEMPTY.jsonl,5986911b13317cd3f088ed3b3f3ccf45fc19f7b4e254907c2222cd71ecc475fc,19237,37,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R4_RESET_LOAD_PENDING,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_R4_RESET_LOAD_PENDING.jsonl,08a8b1ea0e8323a9cad45eed87a4ae45596177b32672c0206b64202c83fb7092,29383,54,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R5_RESET_STORE_PENDING,tohost,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/tohost_R5_RESET_STORE_PENDING.jsonl,03756d959185df896c455877f0e65633cee9573565cae37179d75726ee8459b6,18571,36,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R6_RESET_BRANCH_RECOVERY,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_R6_RESET_BRANCH_RECOVERY.jsonl,57b0ca9e69849ea6e1609e452dbd8f34f0d398d9af4062af8e42066a49f3f6cd,21262,40,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R7_RESET_TRACE_BACKPRESSURE,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_R7_RESET_TRACE_BACKPRESSURE.jsonl,d50e1462f1118435d0f3d402c802e46cad0e8ee73719ebb8d64c70b47252a37e,17038,33,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,B0_TRACE_READY_ALWAYS,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_B0_TRACE_READY_ALWAYS.jsonl,80c4cc29408a5d3d1487a52f882d0070fc134c815c049f7fe07d4d758473f30c,16245,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,B1_TRACE_STALL_1,raw_chain,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/raw_chain_B1_TRACE_STALL_1.jsonl,0c30de271399331e7b7c25a49ce2ddd7ba22ea20759a4465e2e5a37f9f15b541,16080,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,B2_TRACE_STALL_BURST,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_B2_TRACE_STALL_BURST.jsonl,cb2856413a257b199de9a5c5a1f8f6fb3cec78c7451644a67d6ae802a6a60a07,17402,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,B3_TRACE_RANDOM_STALL,nested_branch,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/nested_branch_B3_TRACE_RANDOM_STALL.jsonl,63347e0c80f1356acb9d93b863553d6255fa2b47cb8f49f6d6d0b8e799263a9a,18645,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,B4_TRACE_STALL_AT_BRANCH_COMMIT,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_B4_TRACE_STALL_AT_BRANCH_COMMIT.jsonl,9a7641c4a1c639511c58e6e779d834699214944c7615bcedcbd5fa86d8fbeacc,17574,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,B5_TRACE_STALL_AT_STORE_COMMIT,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_B5_TRACE_STALL_AT_STORE_COMMIT.jsonl,f2486621b97569144d0a89dbf4f5457b8bf5ee8b6a1fa8df0e13e68155396eb3,16381,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,I0_IMEM_READY_ALWAYS,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_I0_IMEM_READY_ALWAYS.jsonl,95957dba7d26e4d052d748fb8753603ee62a652ce2e6ecc933f85393598ca86e,16230,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,I1_IMEM_REQ_STALL,raw_chain,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/raw_chain_I1_IMEM_REQ_STALL.jsonl,b40abbf7214a355d2bfe29f8646483a01ceb7a6861d4c6fe7e4eef327ea7f936,15575,29,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,I2_IMEM_RESPONSE_DELAY_1,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_I2_IMEM_RESPONSE_DELAY_1.jsonl,10929e5f1c4dc0f00e6f81ce95d1ac227aea0c2a51bd2a09132dde03a6ec3cfb,16296,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,I3_IMEM_RESPONSE_DELAY_4,branch_not_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_not_taken_I3_IMEM_RESPONSE_DELAY_4.jsonl,4cbf96d71050274183faae717fcd397ad8c6cb7a73c550b85127303b6708ea25,18746,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,I4_IMEM_RANDOM_DELAY,nested_branch,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/nested_branch_I4_IMEM_RANDOM_DELAY.jsonl,8a315a5f5ad29d7b749acb174dfc9a33f27c73a9c95d9e95e3bec5aa0660abff,18629,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,I5_IMEM_STALE_RESPONSE_AFTER_REDIRECT,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_I5_IMEM_STALE_RESPONSE_AFTER_REDIRECT.jsonl,1248e4d69af8d4ab869a6df38caebc8b3c4c4ca6c007f8a890d07a05d6f48d72,17670,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,I6_IMEM_RESPONSE_DURING_RESET,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_I6_IMEM_RESPONSE_DURING_RESET.jsonl,a46d175f2141fb157ed01df9ac8875cb9cff0a6da35502a4f5d22812e0778db5,17074,33,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D0_DMEM_READY_ALWAYS,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_D0_DMEM_READY_ALWAYS.jsonl,29c2c652cdd617e8c5177afe630176f652494165904e7293b2bae99acd378f85,18529,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D1_STORE_REQ_STALL,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_D1_STORE_REQ_STALL.jsonl,23cc949e810c0f30cda4622497249d273a5c2a328d20035bc4e2f6e50a535e6d,16220,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D2_LOAD_REQ_STALL,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_D2_LOAD_REQ_STALL.jsonl,2527fec0dee5130a969d5859addb5bfb33e3b2a76dd636540dc9c9345e81c49b,18503,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D3_LOAD_RESPONSE_DELAY,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_D3_LOAD_RESPONSE_DELAY.jsonl,1ac27ed3bb56ea92ca64c6a4d2e829938db548d046cd64697005a271bc6e21b1,18561,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D4_LOAD_RANDOM_DELAY,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_D4_LOAD_RANDOM_DELAY.jsonl,d30b65e091cff6653fcf2cb832effe8eb830cbd4bcc5bc10c65bd3bf7b56e052,18529,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D5_STALE_LOAD_RESPONSE_AFTER_FLUSH,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_D5_STALE_LOAD_RESPONSE_AFTER_FLUSH.jsonl,1c71b8bf8a5776935e318545761579727fed35361906baab4aad1a88f99a64ff,18754,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D6_STORE_DURING_BRANCH_FLUSH,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_D6_STORE_DURING_BRANCH_FLUSH.jsonl,0a48e2c776f63bb5861620d950cc190b51646b892abc59672a08b31845c786a1,17526,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D7_DMEM_RESPONSE_DURING_RESET,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_D7_DMEM_RESPONSE_DURING_RESET.jsonl,1a7c0edc021c61b0d6ff06cc61d6a3acf1129f8deca9244ed8b6c64ddd7dd89f,29583,54,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,D8_TOHOST_STORE_BACKPRESSURE,tohost,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/tohost_D8_TOHOST_STORE_BACKPRESSURE.jsonl,7c6aa68566a3725f70262eba66d331c8cf7b184ed707e70648f6d20a03b14fb1,10171,20,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,P0_RESET_AND_BRANCH_MISPREDICT,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_P0_RESET_AND_BRANCH_MISPREDICT.jsonl,f8fe0017d249e6a93b843f244f7f1d733b3716fc7416b44bbdc43ab83f4c02ae,21388,40,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,P1_RESET_AND_LOAD_RESPONSE,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_P1_RESET_AND_LOAD_RESPONSE.jsonl,c5821a90a56f575d0422ac3a71c4921c0065c2e29593ed19fadd3076c25f745d,29508,54,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,P2_RESET_AND_STORE_ACCEPT,tohost,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/tohost_P2_RESET_AND_STORE_ACCEPT.jsonl,e116bd715826f0a3e48c12e2792c0574fba08e4bb61d3caa33da2c587feb2509,18625,36,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,P3_EXCEPTION_AND_BRANCH_MISPREDICT,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_P3_EXCEPTION_AND_BRANCH_MISPREDICT.jsonl,fe9360fbbf347eb839ca9584c7461a1fab864be85d0da432b81b3fca627e0bef,17622,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,P4_BRANCH_MISPREDICT_AND_LOAD_RESPONSE,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_P4_BRANCH_MISPREDICT_AND_LOAD_RESPONSE.jsonl,9324904452131e0174d41d38e8ea45151222ce753e0db8515bd3141528d6fb11,18817,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,P5_COMMIT_AND_TRACE_BACKPRESSURE,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_P5_COMMIT_AND_TRACE_BACKPRESSURE.jsonl,fd1ed5e37c843ae1dab82914d5e7dedf88ec2679bf6e120dfe4ee18ad1a21cbb,16410,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,P6_COMMIT_AND_STORE_BACKPRESSURE,tohost,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/tohost_P6_COMMIT_AND_STORE_BACKPRESSURE.jsonl,d7e2f97b28749deb5749a46adcbd8df7cd76d26e03a56d0d358b013b7a4cd697,10211,20,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,P7_REDIRECT_AND_IMEM_RESPONSE,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_P7_REDIRECT_AND_IMEM_RESPONSE.jsonl,877960f4f2f6e26c8e3f1fb590ef1bbf2f7da6e5f750f64ff2990f6f20478ded,17542,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,N0_NORMAL_INDEPENDENT_ALU,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_N0_NORMAL_INDEPENDENT_ALU.jsonl,3fe9ef094e000076b2a2fd61fcd20537f01271d1eb7b29b8ba46df2c09ba4b8e,16305,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,N1_NORMAL_RAW_CHAIN,raw_chain,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/raw_chain_N1_NORMAL_RAW_CHAIN.jsonl,017fb66801eb8bcfc5411ac1cd90d3246bd7dedee115445b39aa07486dd8fce5,16125,30,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,N2_NORMAL_BRANCH_TAKEN,branch_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_taken_N2_NORMAL_BRANCH_TAKEN.jsonl,1a255c21e82af596c56ea3371f5e270bfc8c00b6a5f4ae4e600ea02d39cd0b2f,17430,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,N3_NORMAL_BRANCH_NOT_TAKEN,branch_not_taken,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/branch_not_taken_N3_NORMAL_BRANCH_NOT_TAKEN.jsonl,e2f67597fd6d85c421943cec1f45f173202d3560e13ecbf70469d010aec594f0,18774,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,N4_NORMAL_NESTED_BRANCH,nested_branch,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/nested_branch_N4_NORMAL_NESTED_BRANCH.jsonl,c0a0212b7d2c07639ee6b1441f50bebec4df1494c84f6331c14a5cf5ed5d0b02,18678,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,N5_NORMAL_LOAD_STORE,load_store,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/load_store_N5_NORMAL_LOAD_STORE.jsonl,183eb64b577a229ca47f3b68c722ddda90abe8ef3366c4b89053188b2ef58d8a,18529,34,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,N6_NORMAL_TOHOST,tohost,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/tohost_N6_NORMAL_TOHOST.jsonl,216de4b1e345d7354f5fa62b667da0fbdd6eea107a179392ac2d48f0ecd59e30,10039,20,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R8_DOUBLE_RUNTIME_RESET,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_R8_DOUBLE_RUNTIME_RESET.jsonl,3a0e572f0bdee2b95a2768c326d5743aa23575b878f2cfab3717485f052f0182,20244,40,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R9_RESET_DURING_RESET_INITIALIZATION,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_R9_RESET_DURING_RESET_INITIALIZATION.jsonl,209f563cab81041bc0709322ec820b9df2855bd1526bb60b6dcce8b0488f2f83,16655,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R10_RESET_IMMEDIATELY_AFTER_RELEASE,independent_alu,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/independent_alu_R10_RESET_IMMEDIATELY_AFTER_RELEASE.jsonl,60062a2a98f50ff3c9f576148dad5cc226828b26ac05d836f5bc20d778931a45,16637,32,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
GATE3_9,rtl_xsim,R11_RESET_AFTER_TOHOST_CLEAR_AND_RESTART,tohost,PASS,ARCHITECTURAL_PASS,reports/gate3_9/rtl_traces/tohost_R11_RESET_AFTER_TOHOST_CLEAR_AND_RESTART.jsonl,c125ad4c9f132290342deeb76415531ee555084f912c4b0b914e652bf89e5216,20324,39,fa3dbcc8d9559d0da5a0aa8d401816404124fb99
