top,ram,data_width,address_width,address_range,path,evidence_type
synth_core_step_top,state_rename_int_free_list_busy_table_RAM_AUTO_1R1W,1,6,52,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rename_int_free_list_busy_table_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rename_int_free_list_free_list_RAM_AUTO_1R1W,8,6,52,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rename_int_free_list_free_list_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rename_int_map_table_br_snapshots_RAM_AUTO_1R1W,8,8,256,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rename_int_map_table_br_snapshots_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rename_int_map_table_map_table_RAM_AUTO_1R1W,8,5,32,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rename_int_map_table_map_table_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rob_entries_uop_debug_pc_RAM_AUTO_1R1W,64,5,32,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rob_entries_uop_debug_pc_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rob_entries_uop_inst_RAM_AUTO_1R1W,32,5,32,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rob_entries_uop_inst_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rob_entries_uop_queue_rob_idx_RAM_AUTO_1R1W,5,5,32,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rob_entries_uop_queue_rob_idx_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rob_entries_uop_rename_dst_rtype_RAM_AUTO_1R1W,2,5,32,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rob_entries_uop_rename_dst_rtype_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rob_entries_uop_uopc_RAM_AUTO_1R1W,8,5,32,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rob_entries_uop_uopc_RAM_AUTO_1R1W.v,RTL_INSTANCE
synth_core_step_top,state_rob_entries_valid_RAM_AUTO_1R1W,1,5,32,boom_hls_gate3_4_synth_core_step_top/solution_module/syn/verilog/synth_core_step_top_state_rob_entries_valid_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_branch_state_br_alloc_lists_RAM_AUTO_1R1W,1,9,416,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_branch_state_br_alloc_lists_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_decode_dec_uops_branch_pc_lob_RAM_AUTO_1R1W,6,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_decode_dec_uops_branch_pc_lob_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_decode_dec_uops_csr_addr_RAM_AUTO_1R1W,12,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_decode_dec_uops_csr_addr_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_decode_dec_uops_ctrl_br_type_RAM_AUTO_1R1W,4,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_decode_dec_uops_ctrl_br_type_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_decode_dec_uops_ctrl_op1_sel_RAM_AUTO_1R1W,2,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_decode_dec_uops_ctrl_op1_sel_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_decode_dec_uops_fu_code_RAM_AUTO_1R1W,3,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_decode_dec_uops_fu_code_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_decode_dec_uops_rename_pdst_RAM_AUTO_0R0W,1,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_decode_dec_uops_rename_pdst_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_execute_alu_results_exc_cause_RAM_AUTO_0R0W,64,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_execute_alu_results_exc_cause_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_execute_alu_results_memory_mask_RAM_AUTO_1R1W,5,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_execute_alu_results_memory_mask_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_execute_alu_results_uop_branch_br_mask_RAM_AUTO_1R1W,8,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_execute_alu_results_uop_branch_br_mask_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_execute_alu_results_uop_csr_addr_RAM_AUTO_1R1W,16,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_execute_alu_results_uop_csr_addr_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_execute_alu_results_uop_debug_pc_RAM_AUTO_1R1W,64,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_execute_alu_results_uop_debug_pc_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_execute_alu_results_uop_inst_RAM_AUTO_1R1W,32,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_execute_alu_results_uop_inst_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_execute_alu_results_valid_RAM_AUTO_1R1W,1,1,2,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_execute_alu_results_valid_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_int_rf_RAM_AUTO_1R1W,64,6,52,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_int_rf_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_alu_iq_entries_uop_branch_br_mask_RAM_AUTO_1R1W,8,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_alu_iq_entries_uop_branch_br_mask_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_alu_iq_entries_uop_csr_addr_RAM_AUTO_1R1W,16,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_alu_iq_entries_uop_csr_addr_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_alu_iq_entries_uop_debug_pc_RAM_AUTO_1R1W,64,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_alu_iq_entries_uop_debug_pc_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_alu_iq_entries_uop_inst_RAM_AUTO_1R1W,32,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_alu_iq_entries_uop_inst_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_alu_iq_entries_valid_RAM_AUTO_1R1W,1,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_alu_iq_entries_valid_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_issued_uops_branch_br_mask_RAM_AUTO_1R1W,8,2,3,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_issued_uops_branch_br_mask_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_issued_uops_csr_addr_RAM_AUTO_1R1W,16,2,3,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_issued_uops_csr_addr_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_issued_uops_debug_pc_RAM_AUTO_1R1W,64,2,3,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_issued_uops_debug_pc_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_issued_uops_inst_RAM_AUTO_1R1W,32,2,3,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_issued_uops_inst_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_issue_issued_valids_RAM_AUTO_1R1W,1,2,3,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_issue_issued_valids_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rename_int_free_list_busy_table_RAM_AUTO_1R1W,1,6,52,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rename_int_free_list_busy_table_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rename_int_free_list_free_list_RAM_AUTO_1R1W,8,6,52,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rename_int_free_list_free_list_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rename_int_map_table_br_snapshots_RAM_AUTO_1R1W,8,8,256,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rename_int_map_table_br_snapshots_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rename_int_map_table_map_table_RAM_AUTO_1R1W,8,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rename_int_map_table_map_table_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_unsafe_RAM_AUTO_0R0W,1,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_unsafe_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_branch_pc_lob_RAM_AUTO_0R0W,6,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_branch_pc_lob_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_csr_addr_RAM_AUTO_0R0W,12,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_csr_addr_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_ctrl_br_type_RAM_AUTO_0R0W,4,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_ctrl_br_type_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_ctrl_op1_sel_RAM_AUTO_0R0W,2,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_ctrl_op1_sel_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_debug_pc_RAM_AUTO_1R1W,64,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_debug_pc_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_exc_cause_RAM_AUTO_0R0W,64,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_exc_cause_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_fu_code_RAM_AUTO_0R0W,3,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_fu_code_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_imm_packed_RAM_AUTO_0R0W,32,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_imm_packed_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_inst_RAM_AUTO_1R1W,32,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_inst_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_queue_rob_idx_RAM_AUTO_1R1W,5,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_queue_rob_idx_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_rename_dst_rtype_RAM_AUTO_1R1W,2,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_rename_dst_rtype_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_rename_lrs1_RAM_AUTO_0R0W,5,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_rename_lrs1_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_rename_prs1_RAM_AUTO_0R0W,8,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_rename_prs1_RAM_AUTO_0R0W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_uop_uopc_RAM_AUTO_1R1W,8,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_uop_uopc_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,state_rob_entries_valid_RAM_AUTO_1R1W,1,5,32,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_boom_core_cycle_io_state_rob_entries_valid_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,boom_core_top_compact_issue_queue_temp_uop_csr_addr_RAM_AUTO_1R1W,16,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_compact_issue_queue_temp_uop_csr_addr_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,boom_core_top_compact_issue_queue_temp_uop_debug_pc_RAM_AUTO_1R1W,64,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_compact_issue_queue_temp_uop_debug_pc_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,boom_core_top_compact_issue_queue_temp_uop_inst_RAM_AUTO_1R1W,32,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_compact_issue_queue_temp_uop_inst_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,boom_core_top_compact_issue_queue_temp_uop_uopc_RAM_AUTO_1R1W,8,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_compact_issue_queue_temp_uop_uopc_RAM_AUTO_1R1W.v,RTL_INSTANCE
boom_core_top,boom_core_top_compact_issue_queue_temp_valid_RAM_AUTO_1R1W,1,3,8,boom_hls_gate3_4_boom_core_top/solution_module/syn/verilog/boom_core_top_compact_issue_queue_temp_valid_RAM_AUTO_1R1W.v,RTL_INSTANCE
