path,category,decision,reason
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_core_synth_core_step_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_completion_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_completion_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_divider_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_divider_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_execute_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_execute_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_frontend_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_frontend_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_issue_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_issue_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_mul_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_mul_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_rob_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_rob_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_rvc_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_3_fetch_buffer_b3i_synth_rvc_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_frontend_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_frontend_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_predecode_packet_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_predecode_packet_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_predecode_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p1_synth_predecode_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_bram_synth_predictor_foundation_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_bram_synth_predictor_foundation_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_128_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_128_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_256_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_256_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_512_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_512_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_64_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_64_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_full_reset_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_depth_synth_predictor_foundation_full_reset_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_lutram_synth_predictor_foundation_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_lutram_synth_predictor_foundation_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_preserve_synth_frontend_top/solution_module/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_gate5_4_p2_preserve_synth_frontend_top/solution_module/solution_module.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_prefix_trace_csim/solution_prefix_trace/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_prefix_trace_csim/solution_prefix_trace/csim/report/boom_core_top_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/boom_hls_prefix_trace_csim/solution_prefix_trace/solution_prefix_trace.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d16_auto/solution/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d16_auto/solution/solution.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d2_auto/solution/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d2_auto/solution/solution.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d4_auto/solution/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d4_auto/solution/solution.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d8_auto/solution/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d8_auto/solution/solution.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d8_bram/solution/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d8_bram/solution/solution.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d8_lutram/solution/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d8_lutram/solution/solution.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d8_payload_reset/solution/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b1/csynth/d8_payload_reset/solution/solution.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/phase_d/de58592986a52cbb/xsim/xelab.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/phase_d/de58592986a52cbb/xsim/xsim.dir/gate5_3_b2_phase_d_snapshot/xsimcrash.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/phase_d/de58592986a52cbb/xsim/xsim.dir/gate5_3_b2_phase_d_snapshot/xsimkernel.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/phase_d/de58592986a52cbb/xsim/xvlog.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/phase_d/retry_20260816/boom_core_top_hls/solution_phase_d/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/phase_d/retry_20260816/boom_core_top_hls/solution_phase_d/solution_phase_d.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/gate3_9/xsim/xelab.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/gate3_9/xsim/xsim.dir/gate3_9_snapshot/xsimcrash.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/gate3_9/xsim/xsim.dir/gate3_9_snapshot/xsimkernel.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/gate3_9/xsim/xvlog.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/gate5_1/xsim/xelab.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/gate5_1/xsim/xsim.dir/gate5_3_b2_phase_e_frontend/xsimcrash.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/gate5_1/xsim/xsim.dir/gate5_3_b2_phase_e_frontend/xsimkernel.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/gate5_1/xsim/xvlog.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_csim/m3c_full_core_csim/solution_m3c_csim/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_csim/m3c_full_core_csim/solution_m3c_csim/csim/report/boom_core_top_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_csim/m3c_full_core_csim/solution_m3c_csim/solution_m3c_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_csim/vitis_hls.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_focused_rtl/projects/synth_m3c_rv64m_top/solution_gate4_1_m3c_rtl/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_focused_rtl/projects/synth_m3c_rv64m_top/solution_gate4_1_m3c_rtl/solution_gate4_1_m3c_rtl.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_focused_rtl/projects/vitis_hls.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_focused_rtl/xsim/xelab.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_focused_rtl/xsim/xsim.dir/rv64m_full_rtl_snapshot/xsimcrash.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_focused_rtl/xsim/xsim.dir/rv64m_full_rtl_snapshot/xsimkernel.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/m3c_focused_rtl/xsim/xvlog.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/hls_core_step_retention_project/solution_w4_rtl/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/hls_core_step_retention_project/solution_w4_rtl/csim/report/synth_w4_core_step_retention_top_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/hls_core_step_retention_project/solution_w4_rtl/solution_w4_rtl.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/hls_project/solution_w4_rtl/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/hls_project/solution_w4_rtl/solution_w4_rtl.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/vitis_hls.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_branch_kill.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_branch_kill_project/solution_w3_rtl/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_branch_kill_project/solution_w3_rtl/csim/report/synth_w3_branch_kill_top_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_branch_kill_project/solution_w3_rtl/solution_w3_rtl.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_completion.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_completion_project/solution_w3_rtl/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_completion_project/solution_w3_rtl/csim/report/synth_w3_completion_diagnostic_top_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_completion_project/solution_w3_rtl/solution_w3_rtl.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_dual_pending.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_dual_pending_project/solution_w3_rtl/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_dual_pending_project/solution_w3_rtl/csim/report/synth_w3_dual_pending_top_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_dual_pending_project/solution_w3_rtl/solution_w3_rtl.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_project/solution_w3_rtl/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_project/solution_w3_rtl/csim/report/synth_w3_diagnostic_top_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_project/solution_w3_rtl/solution_w3_rtl.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_rob_wrap.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_rob_wrap_project/solution_w3_rtl/.autopilot/db/autopilot.flow.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_rob_wrap_project/solution_w3_rtl/csim/report/synth_w3_rob_wrap_top_csim.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/hls_rob_wrap_project/solution_w3_rtl/solution_w3_rtl.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/report_stage/logs/branch_kill.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/report_stage/logs/branch_kill.stdout.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/report_stage/logs/dmem_backpressure.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/report_stage/logs/dmem_backpressure.stdout.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
"/home/lab_726/boom/hls_boom/build/gate5_3_fetch_buffer/b2/regression/w3_w4_focused/w3_current/report_stage/logs/dual_accept.log",TEMP_LOG,REVIEW,"untracked log outside reports requires review"
